Scenario,lcoh_cat,Technology,Region,Year,LCOH($/kg)
"Offgrid_30_v3","fom","ded_electrolyzer","p33","2026",8.52863079878018E-6
"Offgrid_30_v3","fom","ded_electrolyzer","p33","2029",8.7642099101632E-6
"Offgrid_30_v3","fom","ded_electrolyzer","p33","2032",8.80584128444592E-6
"Offgrid_30_v3","fom","ded_electrolyzer","p33","2035",8.9558071429162E-6
"Offgrid_30_v3","fom","ded_electrolyzer","p74","2026",9.98889185463493E-6
"Offgrid_30_v3","fom","ded_electrolyzer","p74","2029",1.00348602768512E-5
"Offgrid_30_v3","fom","ded_electrolyzer","p74","2032",1.00616211164649E-5
"Offgrid_30_v3","fom","ded_electrolyzer","p74","2035",9.99644837639354E-6
"Offgrid_30_v3","fom","ded_electrolyzer","p97","2032",1.22130002006803E-5
"Offgrid_30_v3","fom","ded_electrolyzer","p97","2035",1.21783183677368E-5
"Offgrid_30_v3","vom","ded_electrolyzer","p33","2026",2.35638E-5
"Offgrid_30_v3","vom","ded_electrolyzer","p33","2029",2.36659903682343E-5
"Offgrid_30_v3","vom","ded_electrolyzer","p33","2032",2.36716618527829E-5
"Offgrid_30_v3","vom","ded_electrolyzer","p33","2035",2.37309489646865E-5
"Offgrid_30_v3","vom","ded_electrolyzer","p74","2026",2.35638E-5
"Offgrid_30_v3","vom","ded_electrolyzer","p74","2029",2.37622358981509E-5
"Offgrid_30_v3","vom","ded_electrolyzer","p74","2032",2.38869792844999E-5
"Offgrid_30_v3","vom","ded_electrolyzer","p74","2035",2.40015366184894E-5
"Offgrid_30_v3","vom","ded_electrolyzer","p97","2032",2.39681E-5
"Offgrid_30_v3","vom","ded_electrolyzer","p97","2035",2.40756757386351E-5
"Offgrid_30_v3","capcost","ded_electrolyzer","p33","2026",1.0271470420506E-6
"Offgrid_30_v3","capcost","ded_electrolyzer","p33","2029",1.05551905077451E-6
"Offgrid_30_v3","capcost","ded_electrolyzer","p33","2032",1.06053293213013E-6
"Offgrid_30_v3","capcost","ded_electrolyzer","p33","2035",1.07859409476814E-6
"Offgrid_30_v3","capcost","ded_electrolyzer","p74","2026",1.14110144096284E-6
"Offgrid_30_v3","capcost","ded_electrolyzer","p74","2029",1.1463527374623E-6
"Offgrid_30_v3","capcost","ded_electrolyzer","p74","2032",1.14940981657467E-6
"Offgrid_30_v3","capcost","ded_electrolyzer","p74","2035",1.14196467564321E-6
"Offgrid_30_v3","capcost","ded_electrolyzer","p97","2032",1.30874401218273E-6
"Offgrid_30_v3","capcost","ded_electrolyzer","p97","2035",1.30502751005791E-6
"Offgrid_30_v3","offgrid-electricity-capcost","ded_electrolyzer","p33","2026",0.908694301538128
"Offgrid_30_v3","offgrid-electricity-capcost","ded_electrolyzer","p33","2029",0.801287905236254
"Offgrid_30_v3","offgrid-electricity-capcost","ded_electrolyzer","p33","2032",0.735480405345677
"Offgrid_30_v3","offgrid-electricity-capcost","ded_electrolyzer","p33","2035",0.669173854249257
"Offgrid_30_v3","offgrid-electricity-capcost","ded_electrolyzer","p74","2026",0.857588212606821
"Offgrid_30_v3","offgrid-electricity-capcost","ded_electrolyzer","p74","2029",0.794202409771184
"Offgrid_30_v3","offgrid-electricity-capcost","ded_electrolyzer","p74","2032",0.71987385383808
"Offgrid_30_v3","offgrid-electricity-capcost","ded_electrolyzer","p74","2035",0.662359350377501
"Offgrid_30_v3","offgrid-electricity-capcost","ded_electrolyzer","p97","2032",0.796272326560081
"Offgrid_30_v3","offgrid-electricity-capcost","ded_electrolyzer","p97","2035",0.696586923685444
"Offgrid_30_v3","offgrid-electricity-fom","ded_electrolyzer","p33","2026",0.309876331093688
"Offgrid_30_v3","offgrid-electricity-fom","ded_electrolyzer","p33","2029",0.29026885573942
"Offgrid_30_v3","offgrid-electricity-fom","ded_electrolyzer","p33","2032",0.288081497974876
"Offgrid_30_v3","offgrid-electricity-fom","ded_electrolyzer","p33","2035",0.279915553391372
"Offgrid_30_v3","offgrid-electricity-fom","ded_electrolyzer","p74","2026",0.285165082439401
"Offgrid_30_v3","offgrid-electricity-fom","ded_electrolyzer","p74","2029",0.271647902007116
"Offgrid_30_v3","offgrid-electricity-fom","ded_electrolyzer","p74","2032",0.262507273202214
"Offgrid_30_v3","offgrid-electricity-fom","ded_electrolyzer","p74","2035",0.257877988780198
"Offgrid_30_v3","offgrid-electricity-fom","ded_electrolyzer","p97","2032",0.271386997749609
"Offgrid_30_v3","offgrid-electricity-fom","ded_electrolyzer","p97","2035",0.262002797800609
"Offgrid_30_v3","storage-capex","ded_electrolyzer","p33","2026",0.846049658312846
"Offgrid_30_v3","storage-capex","ded_electrolyzer","p33","2029",0.330051251807286
"Offgrid_30_v3","storage-capex","ded_electrolyzer","p33","2032",0.00424631578593954
"Offgrid_30_v3","storage-capex","ded_electrolyzer","p74","2026",2.55606088897672
"Offgrid_30_v3","storage-capex","ded_electrolyzer","p74","2029",1.78530988432578
"Offgrid_30_v3","storage-capex","ded_electrolyzer","p74","2032",0.786219781590503
"Offgrid_30_v3","storage-capex","ded_electrolyzer","p74","2035",0.329036594803548
"Offgrid_30_v3","storage-capex","ded_electrolyzer","p97","2032",1.51098481965812
"Offgrid_30_v3","storage-capex","ded_electrolyzer","p97","2035",0.584129604453059
"Offgrid_30_v3","storage-fom","ded_electrolyzer","p33","2026",0.0200842513815939
"Offgrid_30_v3","storage-fom","ded_electrolyzer","p33","2029",0.0199476502632354
"Offgrid_30_v3","storage-fom","ded_electrolyzer","p33","2032",0.0198702307799903
"Offgrid_30_v3","storage-fom","ded_electrolyzer","p33","2035",0.018444503296288
"Offgrid_30_v3","storage-fom","ded_electrolyzer","p74","2026",0.0389213607768304
"Offgrid_30_v3","storage-fom","ded_electrolyzer","p74","2029",0.027812953468839
"Offgrid_30_v3","storage-fom","ded_electrolyzer","p74","2032",0.0253855350913325
"Offgrid_30_v3","storage-fom","ded_electrolyzer","p74","2035",0.0216823568011614
"Offgrid_30_v3","storage-fom","ded_electrolyzer","p97","2032",0.023007896857172
"Offgrid_30_v3","storage-fom","ded_electrolyzer","p97","2035",0.0228774994805016
"Offgrid_30_v3","45v","ded_electrolyzer","p33","2026",-1.20644259537399
"Offgrid_30_v3","45v","ded_electrolyzer","p33","2029",-1.20644259537399
"Offgrid_30_v3","45v","ded_electrolyzer","p33","2032",-1.20644259537399
"Offgrid_30_v3","45v","ded_electrolyzer","p33","2035",-1.20644259537399
"Offgrid_30_v3","45v","ded_electrolyzer","p74","2026",-1.20644259537399
"Offgrid_30_v3","45v","ded_electrolyzer","p74","2029",-1.20644259537399
"Offgrid_30_v3","45v","ded_electrolyzer","p74","2032",-1.20644259537399
"Offgrid_30_v3","45v","ded_electrolyzer","p74","2035",-1.20644259537399
"Offgrid_30_v3","45v","ded_electrolyzer","p97","2032",-1.20644259537399
"Offgrid_30_v3","45v","ded_electrolyzer","p97","2035",-1.20644259537399
"OnGrid_30_v3","fom","electrolyzer","p33","2026",6.99763698196283E-6
"OnGrid_30_v3","fom","electrolyzer","p33","2029",6.97187701209673E-6
"OnGrid_30_v3","fom","electrolyzer","p33","2032",6.97187701209671E-6
"OnGrid_30_v3","fom","electrolyzer","p33","2035",6.86607180234036E-6
"OnGrid_30_v3","fom","electrolyzer","p37","2035",6.82077693778547E-6
"OnGrid_30_v3","fom","electrolyzer","p43","2026",6.99763698196283E-6
"OnGrid_30_v3","fom","electrolyzer","p43","2029",6.99763698196281E-6
"OnGrid_30_v3","fom","electrolyzer","p43","2032",7.15747943752402E-6
"OnGrid_30_v3","fom","electrolyzer","p43","2035",7.0738420093525E-6
"OnGrid_30_v3","fom","electrolyzer","p44","2026",6.99763698196285E-6
"OnGrid_30_v3","fom","electrolyzer","p44","2029",6.99763698196284E-6
"OnGrid_30_v3","fom","electrolyzer","p44","2032",8.10997273862115E-6
"OnGrid_30_v3","fom","electrolyzer","p44","2035",7.70168128083799E-6
"OnGrid_30_v3","fom","electrolyzer","p53","2026",6.99763698196282E-6
"OnGrid_30_v3","fom","electrolyzer","p53","2029",6.99407191194344E-6
"OnGrid_30_v3","fom","electrolyzer","p53","2032",6.99407191194343E-6
"OnGrid_30_v3","fom","electrolyzer","p53","2035",6.99407191194344E-6
"OnGrid_30_v3","fom","electrolyzer","p68","2026",6.99763698196283E-6
"OnGrid_30_v3","fom","electrolyzer","p68","2029",6.99763698196284E-6
"OnGrid_30_v3","fom","electrolyzer","p68","2032",7.96490834386866E-6
"OnGrid_30_v3","fom","electrolyzer","p68","2035",7.69611176243423E-6
"OnGrid_30_v3","fom","electrolyzer","p69","2026",6.99763698196285E-6
"OnGrid_30_v3","fom","electrolyzer","p69","2029",6.99763698196281E-6
"OnGrid_30_v3","fom","electrolyzer","p69","2032",6.99763698196284E-6
"OnGrid_30_v3","fom","electrolyzer","p69","2035",6.99763698196285E-6
"OnGrid_30_v3","fom","electrolyzer","p74","2026",6.99763698196284E-6
"OnGrid_30_v3","fom","electrolyzer","p74","2029",6.95115867283101E-6
"OnGrid_30_v3","fom","electrolyzer","p74","2032",6.93407654287093E-6
"OnGrid_30_v3","fom","electrolyzer","p74","2035",6.92146331784561E-6
"OnGrid_30_v3","fom","electrolyzer","p80","2032",6.879599063571E-6
"OnGrid_30_v3","fom","electrolyzer","p80","2035",6.879599063571E-6
"OnGrid_30_v3","fom","electrolyzer","p81","2032",6.87959906357098E-6
"OnGrid_30_v3","fom","electrolyzer","p81","2035",6.87959906357099E-6
"OnGrid_30_v3","fom","electrolyzer","p82","2032",6.87959906357099E-6
"OnGrid_30_v3","fom","electrolyzer","p82","2035",6.87959906357098E-6
"OnGrid_30_v3","fom","electrolyzer","p88","2029",6.93868533561588E-6
"OnGrid_30_v3","fom","electrolyzer","p88","2032",6.93868533561588E-6
"OnGrid_30_v3","fom","electrolyzer","p88","2035",6.93868533561588E-6
"OnGrid_30_v3","fom","electrolyzer","p93","2029",6.93868533561588E-6
"OnGrid_30_v3","fom","electrolyzer","p93","2032",6.92839515932659E-6
"OnGrid_30_v3","fom","electrolyzer","p93","2035",6.89995030684456E-6
"OnGrid_30_v3","fom","electrolyzer","p108","2029",6.93868533561588E-6
"OnGrid_30_v3","fom","electrolyzer","p108","2032",6.90158358184058E-6
"OnGrid_30_v3","fom","electrolyzer","p108","2035",6.90158358184058E-6
"OnGrid_30_v3","vom","electrolyzer","p33","2026",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p33","2029",2.36512809489941E-5
"OnGrid_30_v3","vom","electrolyzer","p33","2032",2.36512809489941E-5
"OnGrid_30_v3","vom","electrolyzer","p33","2035",2.40178660963252E-5
"OnGrid_30_v3","vom","electrolyzer","p37","2035",2.41748E-5
"OnGrid_30_v3","vom","electrolyzer","p43","2026",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p43","2029",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p43","2032",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p43","2035",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p44","2026",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p44","2029",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p44","2032",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p44","2035",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p53","2026",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p53","2029",2.35759069904253E-5
"OnGrid_30_v3","vom","electrolyzer","p53","2032",2.35759069904253E-5
"OnGrid_30_v3","vom","electrolyzer","p53","2035",2.35759069904253E-5
"OnGrid_30_v3","vom","electrolyzer","p68","2026",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p68","2029",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p68","2032",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p68","2035",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p69","2026",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p69","2029",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p69","2032",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p69","2035",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p74","2026",2.35638E-5
"OnGrid_30_v3","vom","electrolyzer","p74","2029",2.37216405025948E-5
"OnGrid_30_v3","vom","electrolyzer","p74","2032",2.37804733163581E-5
"OnGrid_30_v3","vom","electrolyzer","p74","2035",2.38243722442538E-5
"OnGrid_30_v3","vom","electrolyzer","p80","2032",2.39681E-5
"OnGrid_30_v3","vom","electrolyzer","p80","2035",2.39681E-5
"OnGrid_30_v3","vom","electrolyzer","p81","2032",2.39681E-5
"OnGrid_30_v3","vom","electrolyzer","p81","2035",2.39681E-5
"OnGrid_30_v3","vom","electrolyzer","p82","2032",2.39681E-5
"OnGrid_30_v3","vom","electrolyzer","p82","2035",2.39681E-5
"OnGrid_30_v3","vom","electrolyzer","p88","2029",2.3764E-5
"OnGrid_30_v3","vom","electrolyzer","p88","2032",2.3764E-5
"OnGrid_30_v3","vom","electrolyzer","p88","2035",2.3764E-5
"OnGrid_30_v3","vom","electrolyzer","p93","2029",2.3764E-5
"OnGrid_30_v3","vom","electrolyzer","p93","2032",2.37995450582336E-5
"OnGrid_30_v3","vom","electrolyzer","p93","2035",2.38987296694346E-5
"OnGrid_30_v3","vom","electrolyzer","p108","2029",2.3764E-5
"OnGrid_30_v3","vom","electrolyzer","p108","2032",2.38921595146126E-5
"OnGrid_30_v3","vom","electrolyzer","p108","2035",2.38921595146126E-5
"OnGrid_30_v3","capcost","electrolyzer","p33","2026",8.42761551877124E-7
"OnGrid_30_v3","capcost","electrolyzer","p33","2029",8.39659145702493E-7
"OnGrid_30_v3","capcost","electrolyzer","p33","2032",8.39659145702491E-7
"OnGrid_30_v3","capcost","electrolyzer","p33","2035",8.26916477998981E-7
"OnGrid_30_v3","capcost","electrolyzer","p37","2035",7.68039875070368E-7
"OnGrid_30_v3","capcost","electrolyzer","p43","2026",8.11533557627723E-7
"OnGrid_30_v3","capcost","electrolyzer","p43","2029",8.11533557627721E-7
"OnGrid_30_v3","capcost","electrolyzer","p43","2032",8.30070889152049E-7
"OnGrid_30_v3","capcost","electrolyzer","p43","2035",8.20371246285489E-7
"OnGrid_30_v3","capcost","electrolyzer","p44","2026",8.05619164777461E-7
"OnGrid_30_v3","capcost","electrolyzer","p44","2029",8.05619164777459E-7
"OnGrid_30_v3","capcost","electrolyzer","p44","2032",9.33679395043907E-7
"OnGrid_30_v3","capcost","electrolyzer","p44","2035",8.8667389532266E-7
"OnGrid_30_v3","capcost","electrolyzer","p53","2026",7.87954844797999E-7
"OnGrid_30_v3","capcost","electrolyzer","p53","2029",7.87553407255431E-7
"OnGrid_30_v3","capcost","electrolyzer","p53","2032",7.87553407255431E-7
"OnGrid_30_v3","capcost","electrolyzer","p53","2035",7.87553407255431E-7
"OnGrid_30_v3","capcost","electrolyzer","p68","2026",8.04594003350079E-7
"OnGrid_30_v3","capcost","electrolyzer","p68","2029",8.0459400335008E-7
"OnGrid_30_v3","capcost","electrolyzer","p68","2032",9.15811652880591E-7
"OnGrid_30_v3","capcost","electrolyzer","p68","2035",8.84905202874595E-7
"OnGrid_30_v3","capcost","electrolyzer","p69","2026",7.86456531942601E-7
"OnGrid_30_v3","capcost","electrolyzer","p69","2029",7.86456531942596E-7
"OnGrid_30_v3","capcost","electrolyzer","p69","2032",7.864565319426E-7
"OnGrid_30_v3","capcost","electrolyzer","p69","2035",7.864565319426E-7
"OnGrid_30_v3","capcost","electrolyzer","p74","2026",7.99389337641847E-7
"OnGrid_30_v3","capcost","electrolyzer","p74","2029",7.94079793170281E-7
"OnGrid_30_v3","capcost","electrolyzer","p74","2032",7.92128381202283E-7
"OnGrid_30_v3","capcost","electrolyzer","p74","2035",7.90687483707243E-7
"OnGrid_30_v3","capcost","electrolyzer","p80","2032",8.10946697075714E-7
"OnGrid_30_v3","capcost","electrolyzer","p80","2035",8.10946697075714E-7
"OnGrid_30_v3","capcost","electrolyzer","p81","2032",7.88385942883644E-7
"OnGrid_30_v3","capcost","electrolyzer","p81","2035",7.88385942883645E-7
"OnGrid_30_v3","capcost","electrolyzer","p82","2032",7.92417417859547E-7
"OnGrid_30_v3","capcost","electrolyzer","p82","2035",7.92417417859546E-7
"OnGrid_30_v3","capcost","electrolyzer","p88","2029",7.4808416682639E-7
"OnGrid_30_v3","capcost","electrolyzer","p88","2032",7.4808416682639E-7
"OnGrid_30_v3","capcost","electrolyzer","p88","2035",7.48084166826389E-7
"OnGrid_30_v3","capcost","electrolyzer","p93","2029",7.60673437324879E-7
"OnGrid_30_v3","capcost","electrolyzer","p93","2032",7.59545347003723E-7
"OnGrid_30_v3","capcost","electrolyzer","p93","2035",7.56426997825869E-7
"OnGrid_30_v3","capcost","electrolyzer","p108","2029",7.64817731339909E-7
"OnGrid_30_v3","capcost","electrolyzer","p108","2032",7.60728184433163E-7
"OnGrid_30_v3","capcost","electrolyzer","p108","2035",7.60728184433163E-7
"OnGrid_30_v3","storage-capex","electrolyzer","p33","2026",-5.85401337698422E-16
"OnGrid_30_v3","storage-capex","electrolyzer","p33","2029",-1.09866605466143E-16
"OnGrid_30_v3","storage-capex","electrolyzer","p33","2032",4.39466421864569E-16
"OnGrid_30_v3","storage-capex","electrolyzer","p33","2035",-3.51300459125329E-16
"OnGrid_30_v3","storage-capex","electrolyzer","p37","2035",-1.10231318465651E-15
"OnGrid_30_v3","storage-capex","electrolyzer","p43","2029",1.08145857279492E-15
"OnGrid_30_v3","storage-capex","electrolyzer","p43","2032",0.0313787017198261
"OnGrid_30_v3","storage-capex","electrolyzer","p44","2029",-1.92315836140696E-16
"OnGrid_30_v3","storage-capex","electrolyzer","p44","2032",0.300951928733977
"OnGrid_30_v3","storage-capex","electrolyzer","p53","2026",3.15463433524947E-15
"OnGrid_30_v3","storage-capex","electrolyzer","p53","2029",-3.48253487919004E-15
"OnGrid_30_v3","storage-capex","electrolyzer","p53","2032",3.70482433956387E-16
"OnGrid_30_v3","storage-capex","electrolyzer","p53","2035",-2.9638594716511E-16
"OnGrid_30_v3","storage-capex","electrolyzer","p68","2029",-8.41020963453027E-16
"OnGrid_30_v3","storage-capex","electrolyzer","p68","2032",0.257163294313697
"OnGrid_30_v3","storage-capex","electrolyzer","p69","2029",6.17826977859514E-14
"OnGrid_30_v3","storage-capex","electrolyzer","p69","2032",-6.17826977859517E-14
"OnGrid_30_v3","storage-capex","electrolyzer","p74","2026",-3.88856840952666E-16
"OnGrid_30_v3","storage-capex","electrolyzer","p74","2029",1.15511448798405E-15
"OnGrid_30_v3","storage-capex","electrolyzer","p74","2032",-8.16738703183835E-16
"OnGrid_30_v3","storage-capex","electrolyzer","p74","2035",-4.53633881912995E-17
"OnGrid_30_v3","storage-capex","electrolyzer","p81","2032",-6.70761356542109E-15
"OnGrid_30_v3","storage-capex","electrolyzer","p81","2035",3.61604925275811E-15
"OnGrid_30_v3","storage-capex","electrolyzer","p82","2035",1.07560989230113E-14
"OnGrid_30_v3","storage-capex","electrolyzer","p88","2029",-2.207477404065E-15
"OnGrid_30_v3","storage-capex","electrolyzer","p88","2032",2.207477404065E-15
"OnGrid_30_v3","storage-capex","electrolyzer","p93","2029",9.70767618720524E-15
"OnGrid_30_v3","storage-capex","electrolyzer","p93","2032",-8.1403455136389E-15
"OnGrid_30_v3","storage-capex","electrolyzer","p108","2035",-3.10385099771951E-15
"OnGrid_30_v3","storage-fom","electrolyzer","p33","2026",-1.38967583166482E-17
"OnGrid_30_v3","storage-fom","electrolyzer","p33","2029",-1.04324302997755E-17
"OnGrid_30_v3","storage-fom","electrolyzer","p33","2035",-8.33947116722727E-18
"OnGrid_30_v3","storage-fom","electrolyzer","p37","2035",-2.61676544448177E-17
"OnGrid_30_v3","storage-fom","electrolyzer","p43","2029",1.64674634545963E-17
"OnGrid_30_v3","storage-fom","electrolyzer","p43","2032",0.000477806211742817
"OnGrid_30_v3","storage-fom","electrolyzer","p43","2035",0.000472222893891418
"OnGrid_30_v3","storage-fom","electrolyzer","p44","2029",-2.92840991144245E-18
"OnGrid_30_v3","storage-fom","electrolyzer","p44","2032",0.00458262111253044
"OnGrid_30_v3","storage-fom","electrolyzer","p44","2035",0.00435191194558187
"OnGrid_30_v3","storage-fom","electrolyzer","p53","2026",7.48874116118719E-17
"OnGrid_30_v3","storage-fom","electrolyzer","p53","2029",-1.23127610396254E-17
"OnGrid_30_v3","storage-fom","electrolyzer","p53","2032",-3.51793172560724E-18
"OnGrid_30_v3","storage-fom","electrolyzer","p53","2035",-1.05537951768217E-17
"OnGrid_30_v3","storage-fom","electrolyzer","p68","2029",-1.28062991302751E-17
"OnGrid_30_v3","storage-fom","electrolyzer","p68","2032",0.00391584777956859
"OnGrid_30_v3","storage-fom","electrolyzer","p68","2035",0.00378369729507797
"OnGrid_30_v3","storage-fom","electrolyzer","p69","2029",1.13066020919634E-16
"OnGrid_30_v3","storage-fom","electrolyzer","p74","2026",-5.92115683258088E-18
"OnGrid_30_v3","storage-fom","electrolyzer","p74","2029",1.63361951573101E-17
"OnGrid_30_v3","storage-fom","electrolyzer","p74","2035",-6.90752245170423E-19
"OnGrid_30_v3","storage-fom","electrolyzer","p81","2035",6.61758574990135E-18
"OnGrid_30_v3","storage-fom","electrolyzer","p82","2035",1.96843023924957E-17
"OnGrid_30_v3","storage-fom","electrolyzer","p88","2029",-4.03981527663859E-18
"OnGrid_30_v3","storage-fom","electrolyzer","p93","2029",1.8038881013712E-17
"OnGrid_30_v3","storage-fom","electrolyzer","p108","2035",-5.68023240188418E-18
"OnGrid_30_v3","45v","electrolyzer","p33","2026",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p33","2029",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p33","2032",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p33","2035",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p37","2035",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p43","2026",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p43","2029",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p43","2032",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p43","2035",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p44","2026",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p44","2029",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p44","2032",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p44","2035",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p53","2026",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p53","2029",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p53","2032",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p53","2035",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p68","2026",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p68","2029",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p68","2032",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p68","2035",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p69","2026",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p69","2029",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p69","2032",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p69","2035",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p74","2026",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p74","2029",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p74","2032",-1.20644259537398
"OnGrid_30_v3","45v","electrolyzer","p74","2035",-1.20644259537398
"OnGrid_30_v3","45v","electrolyzer","p80","2032",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p80","2035",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p81","2032",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p81","2035",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p82","2032",-1.20644259537398
"OnGrid_30_v3","45v","electrolyzer","p82","2035",-1.20644259537398
"OnGrid_30_v3","45v","electrolyzer","p88","2029",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p88","2032",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p88","2035",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p93","2029",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p93","2032",-1.20644259537398
"OnGrid_30_v3","45v","electrolyzer","p93","2035",-1.20644259537398
"OnGrid_30_v3","45v","electrolyzer","p108","2029",-1.20644259537399
"OnGrid_30_v3","45v","electrolyzer","p108","2032",-1.20644259537398
"OnGrid_30_v3","45v","electrolyzer","p108","2035",-1.20644259537398
"OnGrid_30_v3","electricity-grid-wholesale","electrolyzer","p33","2026",0.700114849063563
"OnGrid_30_v3","electricity-grid-wholesale","electrolyzer","p33","2029",0.634446928896955
